project_id,mp_constituency,state,work_category,units,unit_type,contractor_id,sanctioned_cost_inr,regional_baseline_cost_inr,recommended_date,sanction_date,start_date,completion_certified_date,fund_release_date,planned_duration_days,latitude,longitude,_ground_truth_is_anomalous,_ground_truth_anomaly_type
MPLAD-02150,Bhubaneswar,Odisha,Health Sub-Centre,0.96,unit,CTR-0027,2683833.61,3072000.0,2022-03-31,2022-05-18,2022-05-29,2023-01-03,2023-01-08,173,20.5722,85.8068,False,
MPLAD-02151,Warangal,Telangana,Drinking Water Supply,0.61,unit,CTR-0111,741281.39,732000.0,2023-01-04,2023-02-15,2023-03-29,2023-04-29,2023-05-27,33,17.4533,78.7713,False,
MPLAD-02152,Nalgonda,Telangana,Street Lighting,1.89,unit,CTR-0150,926957.58,850500.0,2023-10-31,2023-12-02,2024-01-06,2024-03-06,2024-03-21,57,17.7291,78.8103,False,
MPLAD-02153,Varanasi,Uttar Pradesh,Drinking Water Supply,0.89,unit,CTR-0078,954177.14,1068000.0,2023-06-16,2023-09-10,2023-09-24,2023-10-10,2023-10-11,60,27.1364,80.5914,True,ghost_project
MPLAD-02154,Warangal,Telangana,School Building Repair,0.6,unit,CTR-0164,611769.55,540000.0,2022-08-14,2022-11-05,2022-11-12,2023-01-11,2023-01-30,51,17.579,78.6313,False,
MPLAD-02155,Warangal,Telangana,Health Sub-Centre,2.17,unit,CTR-0064,6753937.59,6944000.0,2022-02-20,2022-04-09,2022-05-13,2023-09-27,2023-09-27,395,17.7734,78.5679,False,
MPLAD-02156,Warangal,Telangana,Health Sub-Centre,2.5,unit,CTR-0206,7100467.04,8000000.0,2024-02-14,2024-03-18,2024-04-11,2025-09-25,2025-10-16,447,17.4602,78.6691,False,
MPLAD-02157,Nalgonda,Telangana,Road Construction,1.15,km,CTR-0057,913250.01,977500.0,2022-05-23,2022-08-12,2022-08-23,2022-11-23,2022-12-23,98,17.5335,78.3121,False,
MPLAD-02158,Cuttack,Odisha,Drinking Water Supply,2.24,unit,CTR-0022,2471446.01,2688000.0,2022-08-26,2022-11-05,2022-12-17,2023-05-21,2023-06-04,133,20.1118,85.3386,False,
MPLAD-02159,Nagpur,Maharashtra,Road Construction,1.19,km,CTR-0191,1968776.57,1011500.0,2024-03-02,2024-05-14,2024-05-25,2024-10-02,2024-10-29,128,19.0588,72.6127,True,cost_inflation
MPLAD-02160,Madurai,Tamil Nadu,Health Sub-Centre,2.41,unit,CTR-0091,7456868.9,7712000.0,2022-09-14,2022-10-18,2022-11-21,2024-02-07,2024-03-03,430,11.0996,78.3906,False,
MPLAD-02161,Nalgonda,Telangana,Drinking Water Supply,1.04,unit,CTR-0057,1432626.86,1248000.0,2023-06-13,2023-09-10,2023-10-24,2024-01-13,2024-02-10,64,17.3498,78.6043,False,
MPLAD-02162,Warangal,Telangana,Street Lighting,2.37,unit,CTR-0101,1226116.3,1066500.0,2023-01-16,2023-03-23,2023-04-16,2023-06-19,2023-07-08,70,16.9169,78.1678,False,
MPLAD-02163,Patna Sahib,Bihar,School Building Repair,2.85,unit,CTR-0060,2721072.36,2565000.0,2023-12-14,2024-02-29,2024-03-30,2024-11-11,2024-11-08,227,25.1812,85.5965,False,
MPLAD-02164,Patna Sahib,Bihar,Drainage System,1.52,km,CTR-0076,1468661.94,1672000.0,2024-03-22,2024-04-10,2024-05-09,2024-11-17,2024-11-13,151,25.1614,85.0408,False,
MPLAD-02165,Jaipur Rural,Rajasthan,School Building Repair,1.25,unit,CTR-0154,1145732.84,1125000.0,2024-11-28,2025-02-26,2025-03-20,2025-07-13,2025-08-10,105,26.4693,75.3121,False,
MPLAD-02166,Madurai,Tamil Nadu,School Building Repair,0.56,unit,CTR-0028,436497.85,504000.0,2024-08-17,2024-09-01,2024-09-10,2024-11-01,2024-11-10,49,11.1538,77.9132,False,
MPLAD-02167,Kanpur,Uttar Pradesh,Street Lighting,2.98,unit,CTR-0209,1154723.94,1341000.0,2022-08-15,2022-09-08,2022-10-11,2023-01-07,2023-01-29,94,27.1321,81.3927,False,
MPLAD-02168,Secunderabad,Telangana,Road Construction,1.22,km,CTR-0069,908245.36,1037000.0,2024-01-01,2024-02-27,2024-04-09,2024-08-24,2024-09-05,129,17.1274,78.2333,False,
MPLAD-02169,Pune,Maharashtra,Drinking Water Supply,2.33,unit,CTR-0145,3202756.71,2796000.0,2024-02-06,2024-03-12,2024-03-31,2024-09-30,2024-10-01,163,19.08,73.0797,False,
MPLAD-02170,Kanpur,Uttar Pradesh,Drainage System,2.69,km,CTR-0001,3187255.44,2959000.0,2023-01-04,2023-03-09,2023-04-23,2024-01-31,2023-12-05,267,26.5144,80.7859,True,payment_timing
MPLAD-02171,Jaipur Rural,Rajasthan,Street Lighting,2.58,unit,CTR-0166,1068825.2,1161000.0,2023-03-20,2023-06-15,2023-07-09,2023-10-27,2023-10-31,92,26.673,75.7953,False,
MPLAD-02172,Madurai,Tamil Nadu,Community Hall,2.53,unit,CTR-0192,6937291.42,6325000.0,2024-02-10,2024-04-07,2024-04-27,2025-10-18,2025-10-22,437,11.3658,78.2589,False,
MPLAD-02173,Pune,Maharashtra,School Building Repair,1.15,unit,CTR-0024,904043.8,1035000.0,2023-05-10,2023-06-29,2023-08-09,2023-11-16,2023-11-18,101,19.4945,72.8816,False,
MPLAD-02174,Cuttack,Odisha,School Building Repair,1.58,unit,CTR-0009,1364533.27,1422000.0,2022-07-27,2022-10-11,2022-10-30,2023-04-01,2023-04-25,125,20.4075,85.4184,False,
MPLAD-02175,Secunderabad,Telangana,School Building Repair,1.48,unit,CTR-0058,1456462.21,1332000.0,2023-01-20,2023-03-23,2023-04-13,2023-08-15,2023-09-04,118,17.1086,78.5925,True,contractor_collusion
MPLAD-02176,Varanasi,Uttar Pradesh,Road Construction,2.94,km,CTR-0170,2608372.38,2499000.0,2022-01-11,2022-02-24,2022-04-08,2023-02-17,2023-02-28,266,26.9614,80.8754,False,
MPLAD-02177,Coimbatore,Tamil Nadu,Road Construction,1.49,km,CTR-0102,1360485.63,1266500.0,2024-01-12,2024-03-08,2024-03-21,2024-09-18,2024-09-16,159,10.8293,78.2211,False,
MPLAD-02178,Nalgonda,Telangana,Road Construction,2.17,km,CTR-0013,2001525.03,1844500.0,2022-08-16,2022-09-07,2022-09-17,2023-06-16,2023-07-08,222,16.9738,78.0704,False,
MPLAD-02179,Kota,Rajasthan,Community Hall,2.47,unit,CTR-0067,7041864.15,6175000.0,2024-11-19,2024-12-14,2024-12-27,2026-06-10,2026-06-19,415,26.4012,75.9726,False,
MPLAD-02180,Pune,Maharashtra,Community Hall,0.98,unit,CTR-0196,2709965.41,2450000.0,2024-02-08,2024-05-06,2024-06-19,2024-11-14,2024-12-14,161,19.4527,72.8781,False,
MPLAD-02181,Warangal,Telangana,Community Hall,2.16,unit,CTR-0164,5447345.0,5400000.0,2024-08-12,2024-09-27,2024-11-11,2024-12-24,2024-12-24,339,17.8694,78.7246,True,ghost_project
MPLAD-02182,Kota,Rajasthan,Health Sub-Centre,0.84,unit,CTR-0141,2397461.44,2688000.0,2022-06-17,2022-09-07,2022-10-07,2023-04-14,2023-04-16,154,26.8807,75.3631,False,
MPLAD-02183,Kanpur,Uttar Pradesh,Drainage System,0.97,km,CTR-0040,990751.68,1067000.0,2024-06-12,2024-07-27,2024-08-28,2024-09-21,2024-09-24,90,27.2131,81.0095,True,ghost_project
MPLAD-02184,Nalgonda,Telangana,Drinking Water Supply,1.11,unit,CTR-0215,1222241.14,1332000.0,2022-05-19,2022-08-15,2022-09-03,2022-11-23,2022-12-09,70,17.42,78.52,True,geo_clustering
MPLAD-02185,Madurai,Tamil Nadu,Drainage System,2.51,km,CTR-0103,3101853.17,2761000.0,2023-05-08,2023-07-21,2023-09-01,2024-04-26,2024-05-11,238,11.3457,77.7654,False,
MPLAD-02186,Cuttack,Odisha,Community Hall,1.54,unit,CTR-0158,3569638.77,3850000.0,2024-12-01,2025-01-20,2025-02-09,2025-11-14,2025-12-06,228,20.5667,86.0296,False,
MPLAD-02187,Bhubaneswar,Odisha,Road Construction,0.69,km,CTR-0030,636320.89,586500.0,2022-04-05,2022-06-13,2022-07-04,2022-08-26,2022-09-23,59,19.8245,85.8619,False,
MPLAD-02188,Patna Sahib,Bihar,Health Sub-Centre,2.26,unit,CTR-0082,7435578.28,7232000.0,2022-04-25,2022-06-28,2022-07-13,2024-01-03,2024-01-31,445,25.5789,85.2097,False,
MPLAD-02189,Nagpur,Maharashtra,Drinking Water Supply,2.22,unit,CTR-0026,2277036.46,2664000.0,2024-03-10,2024-04-24,2024-05-28,2024-10-18,2024-11-08,148,18.7786,73.1245,False,
MPLAD-02190,Nalgonda,Telangana,Drainage System,0.86,km,CTR-0056,896051.45,946000.0,2022-01-14,2022-02-20,2022-04-05,2022-07-01,2022-07-27,85,17.3684,78.2274,False,
MPLAD-02191,Nagpur,Maharashtra,Health Sub-Centre,2.0,unit,CTR-0051,6129285.75,6400000.0,2023-10-09,2023-12-07,2023-12-16,2025-02-11,2025-02-15,376,18.8549,72.8514,False,
MPLAD-02192,Warangal,Telangana,Road Construction,2.97,km,CTR-0056,2875285.83,2524500.0,2023-03-24,2023-06-14,2023-07-16,2024-04-05,2024-04-22,276,17.2929,78.6529,False,
MPLAD-02193,Warangal,Telangana,Road Construction,2.87,km,CTR-0164,2287029.04,2439500.0,2023-02-25,2023-04-07,2023-04-13,2024-04-10,2024-05-09,298,16.943,78.3979,False,
MPLAD-02194,Coimbatore,Tamil Nadu,Street Lighting,2.91,unit,CTR-0007,1359894.25,1309500.0,2022-10-13,2023-01-01,2023-02-04,2023-05-17,2023-05-22,104,11.2994,77.6393,False,
MPLAD-02195,Kanpur,Uttar Pradesh,Street Lighting,2.09,unit,CTR-0071,864186.25,940500.0,2023-12-25,2024-02-15,2024-03-25,2024-04-05,2024-04-05,63,26.3027,80.5337,True,ghost_project
MPLAD-02196,Varanasi,Uttar Pradesh,Street Lighting,1.86,unit,CTR-0036,775074.8,837000.0,2024-06-13,2024-07-18,2024-08-23,2024-10-30,2024-11-21,60,27.062,80.6093,False,
MPLAD-02197,Secunderabad,Telangana,Road Construction,1.32,km,CTR-0188,1065456.89,1122000.0,2022-02-09,2022-02-26,2022-03-26,2022-09-05,2022-09-02,130,17.4133,78.6184,False,
MPLAD-02198,Varanasi,Uttar Pradesh,Health Sub-Centre,0.82,unit,CTR-0182,7463052.56,2624000.0,2022-04-08,2022-04-24,2022-05-12,2022-10-07,2022-10-30,139,26.4346,80.6406,True,cost_inflation
MPLAD-02199,Kanpur,Uttar Pradesh,Street Lighting,2.76,unit,CTR-0071,1305217.38,1242000.0,2023-07-17,2023-08-26,2023-09-29,2023-12-30,2024-01-07,90,26.8743,81.3806,True,contractor_collusion
MPLAD-02200,Nalgonda,Telangana,Street Lighting,0.78,unit,CTR-0156,733196.12,351000.0,2022-09-11,2022-11-19,2022-12-21,2023-01-16,2023-02-15,23,17.3712,78.6761,True,cost_inflation
MPLAD-02201,Varanasi,Uttar Pradesh,Road Construction,1.2,km,CTR-0096,944332.61,1020000.0,2024-03-08,2024-04-04,2024-05-06,2024-09-17,2024-10-11,127,26.3043,81.0858,False,
MPLAD-02202,Coimbatore,Tamil Nadu,Health Sub-Centre,0.57,unit,CTR-0007,3614131.05,1824000.0,2024-09-30,2024-12-06,2024-12-30,2025-04-15,2025-05-06,111,11.3301,77.77,True,cost_inflation
MPLAD-02203,Warangal,Telangana,Road Construction,2.55,km,CTR-0082,2267766.56,2167500.0,2024-04-15,2024-07-12,2024-08-12,2025-04-24,2025-05-01,272,17.0222,78.8365,False,
MPLAD-02204,Secunderabad,Telangana,Drinking Water Supply,0.91,unit,CTR-0179,1144631.86,1092000.0,2022-04-09,2022-06-04,2022-07-11,2022-09-28,2022-10-05,64,17.8841,78.6479,False,
MPLAD-02205,Patna Sahib,Bihar,Community Hall,2.35,unit,CTR-0070,6676315.32,5875000.0,2023-09-19,2023-12-06,2024-01-05,2025-02-01,2025-02-17,406,25.8462,85.2764,False,
MPLAD-02206,Madurai,Tamil Nadu,Road Construction,0.72,km,CTR-0028,688127.07,612000.0,2023-10-27,2023-12-21,2024-01-27,2024-04-20,2024-04-26,72,10.963,78.3041,False,
MPLAD-02207,Gaya,Bihar,Community Hall,1.05,unit,CTR-0011,3005499.6,2625000.0,2022-02-08,2022-03-25,2022-03-31,2022-09-01,2022-09-18,154,25.9023,85.1336,False,
MPLAD-02208,Coimbatore,Tamil Nadu,Road Construction,0.79,km,CTR-0121,680276.89,671500.0,2023-09-26,2023-10-27,2023-11-12,2024-01-25,2024-02-03,65,10.868,78.3025,False,
MPLAD-02209,Varanasi,Uttar Pradesh,Health Sub-Centre,2.33,unit,CTR-0170,7671308.26,7456000.0,2023-10-30,2023-12-29,2024-02-08,2025-04-07,2025-04-22,399,26.7449,80.9996,False,
MPLAD-02210,Warangal,Telangana,Road Construction,1.62,km,CTR-0202,1415176.31,1377000.0,2022-02-07,2022-04-02,2022-04-28,2022-10-12,2022-10-16,154,17.3422,78.2501,False,
MPLAD-02211,Warangal,Telangana,Drainage System,1.47,km,CTR-0164,1641008.7,1617000.0,2024-01-01,2024-03-23,2024-05-03,2024-11-09,2024-11-06,175,17.698,78.109,False,
MPLAD-02212,Secunderabad,Telangana,Community Hall,1.01,unit,CTR-0058,2433278.62,2525000.0,2024-02-09,2024-03-02,2024-03-07,2024-09-24,2024-10-01,159,17.1723,78.4326,True,contractor_collusion
MPLAD-02213,Pune,Maharashtra,Street Lighting,2.72,unit,CTR-0148,1255840.48,1224000.0,2022-01-15,2022-04-03,2022-04-25,2022-07-29,2022-07-30,90,19.3405,73.1477,False,
MPLAD-02214,Nagpur,Maharashtra,Street Lighting,2.1,unit,CTR-0194,966919.11,945000.0,2022-09-17,2022-11-30,2022-12-11,2023-03-04,2023-03-20,72,19.2959,73.335,False,
MPLAD-02215,Bhubaneswar,Odisha,Health Sub-Centre,1.03,unit,CTR-0057,3470779.26,3296000.0,2024-11-29,2025-01-28,2025-02-11,2025-09-28,2025-10-28,208,20.6608,85.8121,False,
MPLAD-02216,Kota,Rajasthan,Road Construction,2.42,km,CTR-0198,2227284.01,2057000.0,2024-08-15,2024-10-19,2024-11-08,2025-07-03,2025-06-28,258,27.045,75.7703,False,
MPLAD-02217,Nagpur,Maharashtra,Drinking Water Supply,2.95,unit,CTR-0150,3911331.72,3540000.0,2023-09-01,2023-10-21,2023-11-15,2024-06-28,2024-06-16,209,19.4695,72.7097,True,payment_timing
MPLAD-02218,Gaya,Bihar,School Building Repair,2.76,unit,CTR-0149,2238349.58,2484000.0,2024-02-29,2024-04-27,2024-05-20,2025-01-20,2025-02-03,211,25.8686,85.4303,False,
MPLAD-02219,Coimbatore,Tamil Nadu,Road Construction,2.33,km,CTR-0205,1831656.9,1980500.0,2024-11-21,2025-01-01,2025-02-14,2025-10-19,2025-10-17,224,10.9621,78.206,False,
MPLAD-02220,Patna Sahib,Bihar,School Building Repair,2.64,unit,CTR-0130,2340673.25,2376000.0,2024-10-14,2024-12-10,2025-01-10,2025-09-27,2025-10-27,223,25.172,85.077,False,
MPLAD-02221,Kanpur,Uttar Pradesh,Health Sub-Centre,0.6,unit,CTR-0174,2116420.77,1920000.0,2022-04-27,2022-07-07,2022-07-18,2022-12-10,2023-01-03,119,26.7657,80.7879,False,
MPLAD-02222,Pune,Maharashtra,Drainage System,1.29,km,CTR-0050,1217022.64,1419000.0,2024-10-04,2024-12-23,2025-01-31,2025-06-18,2025-06-23,140,18.7486,72.5974,False,
MPLAD-02223,Varanasi,Uttar Pradesh,Drinking Water Supply,1.09,unit,CTR-0004,1185999.07,1308000.0,2023-11-28,2023-12-29,2024-02-07,2024-04-18,2024-04-15,69,27.028,80.6242,False,
MPLAD-02224,Cuttack,Odisha,Community Hall,2.21,unit,CTR-0211,5346964.53,5525000.0,2024-07-28,2024-09-11,2024-10-06,2025-10-14,2025-10-30,317,20.6089,85.5847,False,
MPLAD-02225,Nagpur,Maharashtra,Drinking Water Supply,0.63,unit,CTR-0177,1618018.35,756000.0,2023-07-03,2023-09-17,2023-10-23,2023-11-23,2023-12-15,34,19.3922,72.7297,True,cost_inflation
MPLAD-02226,Patna Sahib,Bihar,Drinking Water Supply,1.36,unit,CTR-0095,1608246.85,1632000.0,2022-11-01,2022-11-20,2022-11-27,2023-03-09,2023-04-03,96,25.3515,84.7946,False,
MPLAD-02227,Cuttack,Odisha,Drinking Water Supply,1.4,unit,CTR-0203,1566143.74,1680000.0,2024-03-13,2024-04-11,2024-04-26,2024-07-17,2024-07-27,87,20.7272,85.8971,False,
MPLAD-02228,Jaipur Rural,Rajasthan,Community Hall,2.33,unit,CTR-0174,6324252.94,5825000.0,2023-10-28,2023-11-15,2023-12-18,2025-04-10,2025-04-11,402,26.92,75.82,True,geo_clustering
MPLAD-02229,Pune,Maharashtra,Street Lighting,2.14,unit,CTR-0061,1001227.37,963000.0,2023-08-30,2023-10-20,2023-11-20,2024-01-30,2024-02-16,64,18.8483,72.4044,False,
MPLAD-02230,Patna Sahib,Bihar,Drinking Water Supply,2.85,unit,CTR-0208,3502728.76,3420000.0,2024-04-15,2024-05-27,2024-06-22,2024-12-06,2025-01-01,156,25.5984,85.3682,False,
MPLAD-02231,Varanasi,Uttar Pradesh,Drainage System,1.04,km,CTR-0204,1194164.17,1144000.0,2023-01-28,2023-04-26,2023-06-08,2023-09-15,2023-10-06,108,26.3354,80.9195,False,
MPLAD-02232,Kanpur,Uttar Pradesh,Health Sub-Centre,2.3,unit,CTR-0097,8426576.31,7360000.0,2024-05-18,2024-08-13,2024-08-19,2025-11-24,2025-11-30,475,26.4497,80.9642,False,
MPLAD-02233,Pune,Maharashtra,Drinking Water Supply,1.5,unit,CTR-0006,1777272.24,1800000.0,2024-06-03,2024-08-16,2024-08-22,2024-12-22,2024-12-21,97,19.5562,73.0782,False,
MPLAD-02234,Kanpur,Uttar Pradesh,Road Construction,1.13,km,CTR-0054,992657.94,960500.0,2024-09-01,2024-10-06,2024-10-18,2025-02-04,2025-02-03,104,26.8512,80.5936,False,
MPLAD-02235,Bhubaneswar,Odisha,Drainage System,1.97,km,CTR-0060,2254889.03,2167000.0,2022-11-19,2023-02-15,2023-03-16,2023-12-15,2023-12-19,226,19.9125,86.1501,False,
MPLAD-02236,Warangal,Telangana,School Building Repair,2.8,unit,CTR-0164,2173845.54,2520000.0,2022-09-15,2022-10-18,2022-11-24,2023-06-02,2023-06-26,192,17.3445,78.2797,True,contractor_collusion
MPLAD-02237,Nagpur,Maharashtra,Drinking Water Supply,1.31,unit,CTR-0144,1682985.47,1572000.0,2024-06-30,2024-08-05,2024-09-14,2024-12-27,2024-12-25,82,19.0002,72.5507,False,
MPLAD-02238,Bhubaneswar,Odisha,Street Lighting,2.37,unit,CTR-0178,914777.18,1066500.0,2022-12-09,2023-02-15,2023-03-28,2023-06-08,2023-06-21,65,20.0587,86.0037,False,
MPLAD-02239,Patna Sahib,Bihar,Street Lighting,2.35,unit,CTR-0036,984770.99,1057500.0,2024-05-03,2024-05-20,2024-06-21,2024-09-18,2024-09-29,71,25.54,85.2948,False,
MPLAD-02240,Patna Sahib,Bihar,Health Sub-Centre,1.4,unit,CTR-0046,4100345.42,4480000.0,2023-05-29,2023-08-12,2023-09-17,2024-07-11,2024-08-09,267,25.3609,85.0415,False,
MPLAD-02241,Nagpur,Maharashtra,Drainage System,1.54,km,CTR-0070,1683099.76,1694000.0,2022-04-19,2022-06-28,2022-07-08,2022-12-07,2023-01-03,159,19.1001,72.8538,False,
MPLAD-02242,Varanasi,Uttar Pradesh,Street Lighting,1.5,unit,CTR-0040,586162.59,675000.0,2024-11-15,2024-12-18,2025-01-17,2025-03-14,2025-03-13,48,27.0074,81.1559,False,
MPLAD-02243,Nalgonda,Telangana,School Building Repair,1.35,unit,CTR-0001,1348292.81,1215000.0,2024-11-22,2025-01-30,2025-02-06,2025-05-13,2025-06-02,93,17.4427,78.0106,False,
MPLAD-02244,Bhubaneswar,Odisha,Drainage System,1.5,km,CTR-0165,1553779.12,1650000.0,2024-01-24,2024-02-16,2024-03-01,2024-08-17,2024-09-14,156,19.9909,85.4232,False,
MPLAD-02245,Varanasi,Uttar Pradesh,Health Sub-Centre,1.89,unit,CTR-0035,5795732.57,6048000.0,2023-07-08,2023-08-02,2023-09-01,2025-01-06,2025-01-06,406,26.8768,80.4856,False,
MPLAD-02246,Varanasi,Uttar Pradesh,Drainage System,0.55,km,CTR-0143,594108.56,605000.0,2022-08-31,2022-11-14,2022-11-19,2023-02-02,2023-02-22,64,26.7859,81.2984,False,
MPLAD-02247,Jaipur Rural,Rajasthan,Road Construction,2.12,km,CTR-0120,1923381.54,1802000.0,2023-08-08,2023-08-30,2023-09-22,2024-03-12,2024-04-03,174,27.375,75.879,False,
MPLAD-02248,Gaya,Bihar,Street Lighting,2.25,unit,CTR-0116,1057490.45,1012500.0,2022-06-20,2022-07-11,2022-08-05,2022-10-29,2022-10-29,66,25.135,85.4287,False,
MPLAD-02249,Pune,Maharashtra,Road Construction,0.63,km,CTR-0121,472225.63,535500.0,2024-01-12,2024-01-30,2024-02-15,2024-04-08,2024-04-06,59,18.7486,73.0651,False,
MPLAD-02250,Pune,Maharashtra,Community Hall,2.83,unit,CTR-0196,6501168.39,7075000.0,2022-12-26,2023-01-14,2023-01-24,2024-03-22,2024-03-28,468,19.2201,73.2857,False,
MPLAD-02251,Madurai,Tamil Nadu,Street Lighting,1.68,unit,CTR-0155,789662.16,756000.0,2023-11-15,2023-12-29,2024-02-10,2024-04-08,2024-05-01,55,11.2482,77.8544,False,
MPLAD-02252,Secunderabad,Telangana,Drinking Water Supply,2.2,unit,CTR-0174,2848732.97,2640000.0,2022-12-06,2022-12-28,2023-01-20,2023-05-20,2023-06-02,129,17.013,78.7786,False,
MPLAD-02253,Nalgonda,Telangana,Drinking Water Supply,2.47,unit,CTR-0204,3275920.18,2964000.0,2023-01-20,2023-03-06,2023-04-09,2023-09-30,2023-10-09,137,17.7684,78.7894,False,
MPLAD-02254,Coimbatore,Tamil Nadu,School Building Repair,2.22,unit,CTR-0201,1966404.83,1998000.0,2024-02-11,2024-02-26,2024-04-04,2024-09-30,2024-10-26,175,11.2668,78.4083,False,
MPLAD-02255,Pune,Maharashtra,Street Lighting,2.5,unit,CTR-0012,3530704.07,1125000.0,2024-03-11,2024-05-31,2024-07-07,2024-09-20,2024-10-02,81,19.1882,72.4349,True,cost_inflation
MPLAD-02256,Patna Sahib,Bihar,Health Sub-Centre,1.5,unit,CTR-0129,4487867.71,4800000.0,2023-12-30,2024-03-10,2024-03-31,2024-12-03,2024-11-29,246,25.6649,85.1776,False,
MPLAD-02257,Varanasi,Uttar Pradesh,Community Hall,2.41,unit,CTR-0096,5694838.31,6025000.0,2022-08-12,2022-09-08,2022-09-20,2023-10-27,2023-10-25,430,27.211,80.9181,False,
MPLAD-02258,Warangal,Telangana,Health Sub-Centre,1.53,unit,CTR-0065,4784798.46,4896000.0,2023-10-21,2023-12-03,2023-12-18,2024-09-11,2024-09-28,289,17.7268,78.412,False,
MPLAD-02259,Nalgonda,Telangana,Community Hall,2.15,unit,CTR-0210,5734931.0,5375000.0,2023-07-18,2023-10-09,2023-10-14,2024-11-02,2024-10-30,308,17.7847,78.1478,False,
MPLAD-02260,Secunderabad,Telangana,Drinking Water Supply,2.92,unit,CTR-0058,3499101.5,3504000.0,2022-01-18,2022-03-16,2022-04-11,2022-11-06,2022-11-11,206,17.7226,78.517,True,contractor_collusion
MPLAD-02261,Kota,Rajasthan,Health Sub-Centre,2.3,unit,CTR-0027,15046098.75,7360000.0,2023-08-01,2023-10-15,2023-11-05,2025-01-11,2025-02-09,379,26.68,75.605,True,cost_inflation
MPLAD-02262,Cuttack,Odisha,Community Hall,2.9,unit,CTR-0117,7210369.26,7250000.0,2023-06-01,2023-08-15,2023-08-31,2024-11-03,2024-11-25,462,19.8785,85.4832,False,
MPLAD-02263,Madurai,Tamil Nadu,Road Construction,1.36,km,CTR-0070,1032558.91,1156000.0,2023-01-06,2023-03-16,2023-04-18,2023-10-09,2023-10-31,140,11.1197,78.1034,False,
MPLAD-02264,Nagpur,Maharashtra,School Building Repair,1.81,unit,CTR-0139,1844374.14,1629000.0,2023-07-25,2023-09-20,2023-10-27,2024-03-09,2024-04-01,134,19.3585,73.3665,False,
MPLAD-02265,Warangal,Telangana,Road Construction,2.31,km,CTR-0035,2011357.16,1963500.0,2023-03-13,2023-05-20,2023-05-25,2024-02-18,2024-03-11,229,17.082,78.4537,False,
MPLAD-02266,Coimbatore,Tamil Nadu,Road Construction,1.44,km,CTR-0065,1131904.67,1224000.0,2022-08-16,2022-09-19,2022-10-11,2023-03-31,2023-04-28,139,10.7863,77.8946,False,
MPLAD-02267,Coimbatore,Tamil Nadu,School Building Repair,1.52,unit,CTR-0090,1540828.43,1368000.0,2024-01-08,2024-03-15,2024-04-24,2024-08-29,2024-09-01,104,11.2053,78.3012,False,
MPLAD-02268,Madurai,Tamil Nadu,Road Construction,0.57,km,CTR-0120,472710.02,484500.0,2024-11-27,2024-12-15,2025-01-09,2025-03-20,2025-03-21,55,11.02,78.12,True,geo_clustering
MPLAD-02269,Cuttack,Odisha,Drainage System,1.1,km,CTR-0077,1047687.29,1210000.0,2022-12-27,2023-03-14,2023-03-23,2023-08-10,2023-08-15,126,20.0843,85.7566,False,
MPLAD-02270,Kanpur,Uttar Pradesh,School Building Repair,2.52,unit,CTR-0205,2016291.8,2268000.0,2022-01-30,2022-04-17,2022-05-26,2022-12-27,2023-01-26,174,27.2041,80.9396,False,
MPLAD-02271,Gaya,Bihar,School Building Repair,1.3,unit,CTR-0020,1304083.57,1170000.0,2024-11-11,2025-01-07,2025-02-13,2025-05-26,2025-06-04,97,25.4536,84.9261,False,
MPLAD-02272,Kota,Rajasthan,Road Construction,0.91,km,CTR-0008,855765.07,773500.0,2022-12-27,2023-02-23,2023-03-08,2023-05-29,2023-06-03,89,27.3149,75.8233,False,
MPLAD-02273,Nagpur,Maharashtra,School Building Repair,2.78,unit,CTR-0011,2363963.77,2502000.0,2023-07-13,2023-09-15,2023-10-27,2024-09-03,2024-10-01,246,19.3612,72.5756,False,
MPLAD-02274,Coimbatore,Tamil Nadu,Community Hall,1.62,unit,CTR-0074,3486244.07,4050000.0,2023-05-12,2023-06-06,2023-06-25,2024-04-03,2024-04-08,229,11.3145,78.1404,False,
MPLAD-02275,Warangal,Telangana,School Building Repair,2.66,unit,CTR-0194,2185440.6,2394000.0,2022-02-04,2022-03-17,2022-04-18,2022-12-14,2023-01-11,188,17.3365,78.293,False,
MPLAD-02276,Coimbatore,Tamil Nadu,Health Sub-Centre,0.84,unit,CTR-0100,3046639.2,2688000.0,2023-11-24,2024-01-01,2024-02-05,2024-07-13,2024-08-06,167,11.2388,78.5816,False,
MPLAD-02277,Nalgonda,Telangana,Community Hall,2.98,unit,CTR-0130,7412266.77,7450000.0,2023-07-05,2023-09-14,2023-09-24,2025-05-27,2025-05-22,477,17.3067,78.6658,False,
MPLAD-02278,Varanasi,Uttar Pradesh,Community Hall,2.08,unit,CTR-0164,5688694.69,5200000.0,2024-01-25,2024-04-10,2024-04-30,2025-04-28,2025-03-21,351,26.4735,81.354,True,payment_timing
MPLAD-02279,Pune,Maharashtra,School Building Repair,2.42,unit,CTR-0183,1887847.71,2178000.0,2023-11-27,2024-02-17,2024-03-15,2024-10-13,2024-11-07,180,18.8183,73.3415,False,
MPLAD-02280,Coimbatore,Tamil Nadu,Community Hall,0.82,unit,CTR-0212,2081211.78,2050000.0,2024-07-06,2024-07-23,2024-08-16,2025-01-27,2025-02-07,139,11.02,78.12,True,geo_clustering
